Datalog report
Fri Feb 14 08:59:54 2025

                      Lot:  8IQY47003.05-TT-I
                   Tester:  smartscale00.anoralabs.com
                  Program:  IBM_NP_Master_Rev004_HT.ttf
                      Rev:  
                   Device:  B6811850
          Device Revision:  
                    Sites:  1
             Package Type:  B6811850
                 Operator:  Joe
                Test Code:  FT
         Test Temperature:  25C
        Handler or Prober:  handtest (Offline)
         Smartest Version:  7.10.6.0
    Smartest Release Date:  Thu, 04 Aug 2022 08:14:36 +0200
           Executive Name:  TCCT
        Executive Version:  1.9.8
   Executive Release Date:  20200617


Site1 PartID: "P8299856"
Number     Test Name                                                             Low           Measured               High       Site(P/F)
721101     vdd_core                                                            0.080V     <      0.0997V     <       0.120V      Site:1
407062     chip_pmbist_400_core_row4_march_hamr8_noinit                        1.000NA    <      1.0000NA    <       1.000NA     Site:1
407063     chip_pmbist_400_core_row5_march_hamr8_noinit                        1.000NA    <      1.0000NA    <       1.000NA     Site:1
407064     chip_pmbist_400_core_row6_march_hamr8_noinit                        1.000NA    <      1.0000NA    <       1.000NA     Site:1
407065     chip_pmbist_400_core_row7_march_hamr8_noinit                        1.000NA    <      1.0000NA    <       1.000NA     Site:1
407066     chip_pmbist_400_core_row8_march_hamr8_noinit                        1.000NA    <      1.0000NA    <       1.000NA     Site:1
407067     chip_pmbist_400_core_row9_march_hamr8_noinit                        1.000NA    <      1.0000NA    <       1.000NA     Site:1
407068     chip_pmbist_400_core_row10_march_hamr8_noinit                       1.000NA    <      1.0000NA    <       1.000NA     Site:1
407069     chip_pmbist_400_core_row11_march_hamr8_noinit                       1.000NA    <      1.0000NA    <       1.000NA     Site:1
407070     chip_pmbist_400_core_row12_march_hamr8_noinit                       1.000NA    <      1.0000NA    <       1.000NA     Site:1
407071     chip_pmbist_400_core_row13_march_hamr8_noinit                       1.000NA    <      1.0000NA    <       1.000NA     Site:1
407072     chip_pmbist_400_core_row14_march_hamr8_noinit                       1.000NA    <      1.0000NA    <       1.000NA     Site:1
407073     chip_pmbist_400_core_row15_march_hamr8_noinit                       1.000NA    <      1.0000NA    <       1.000NA     Site:1
407074     chip_pmbist_400_ctrl_data_top_march_hamr8_noinit                    1.000NA    <      1.0000NA    <       1.000NA     Site:1
407075     chip_pmbist_400_fbuf_col0_march_hamr8_noinit                        1.000NA    <      1.0000NA    <       1.000NA     Site:1
407076     chip_pmbist_400_fbuf_col_row_march_hamr8_noinit                     1.000NA    <      1.0000NA    <       1.000NA     Site:1
407077     chip_pmbist_400_core_row0_march_raw_noinit                          1.000NA    <      1.0000NA    <       1.000NA     Site:1
407078     chip_pmbist_400_core_row1_march_raw_noinit                          1.000NA    <      1.0000NA    <       1.000NA     Site:1
407079     chip_pmbist_400_core_row2_march_raw_noinit                          1.000NA    <      1.0000NA    <       1.000NA     Site:1
407080     chip_pmbist_400_core_row3_march_raw_noinit                          1.000NA    <      1.0000NA    <       1.000NA     Site:1
407081     chip_pmbist_400_core_row4_march_raw_noinit                          1.000NA    <      1.0000NA    <       1.000NA     Site:1
407082     chip_pmbist_400_core_row5_march_raw_noinit                          1.000NA    <      1.0000NA    <       1.000NA     Site:1
407083     chip_pmbist_400_core_row6_march_raw_noinit                          1.000NA    <      1.0000NA    <       1.000NA     Site:1
407084     chip_pmbist_400_core_row7_march_raw_noinit                          1.000NA    <      1.0000NA    <       1.000NA     Site:1
407085     chip_pmbist_400_core_row8_march_raw_noinit                          1.000NA    <      1.0000NA    <       1.000NA     Site:1
407086     chip_pmbist_400_core_row9_march_raw_noinit                          1.000NA    <      1.0000NA    <       1.000NA     Site:1
407087     chip_pmbist_400_core_row10_march_raw_noinit                         1.000NA    <      1.0000NA    <       1.000NA     Site:1
407088     chip_pmbist_400_core_row11_march_raw_noinit                         1.000NA    <      1.0000NA    <       1.000NA     Site:1
407089     chip_pmbist_400_core_row12_march_raw_noinit                         1.000NA    <      1.0000NA    <       1.000NA     Site:1
407090     chip_pmbist_400_core_row13_march_raw_noinit                         1.000NA    <      1.0000NA    <       1.000NA     Site:1
407091     chip_pmbist_400_core_row14_march_raw_noinit                         1.000NA    <      1.0000NA    <       1.000NA     Site:1
407092     chip_pmbist_400_core_row15_march_raw_noinit                         1.000NA    <      1.0000NA    <       1.000NA     Site:1
407093     chip_pmbist_400_ctrl_data_top_march_raw_noinit                      1.000NA    <      1.0000NA    <       1.000NA     Site:1
407094     chip_pmbist_400_fbuf_col0_march_raw_noinit                          1.000NA    <      1.0000NA    <       1.000NA     Site:1
407095     chip_pmbist_400_fbuf_col_row_march_raw_noinit                       1.000NA    <      1.0000NA    <       1.000NA     Site:1
407096     chip_pmbist_400_core_row0_march_wcgd_noinit                         1.000NA    <      1.0000NA    <       1.000NA     Site:1
407097     chip_pmbist_400_core_row1_march_wcgd_noinit                         1.000NA    <      1.0000NA    <       1.000NA     Site:1
407098     chip_pmbist_400_core_row2_march_wcgd_noinit                         1.000NA    <      1.0000NA    <       1.000NA     Site:1
407099     chip_pmbist_400_core_row3_march_wcgd_noinit                         1.000NA    <      1.0000NA    <       1.000NA     Site:1
407100     chip_pmbist_400_core_row4_march_wcgd_noinit                         1.000NA    <      1.0000NA    <       1.000NA     Site:1
407101     chip_pmbist_400_core_row5_march_wcgd_noinit                         1.000NA    <      1.0000NA    <       1.000NA     Site:1
407102     chip_pmbist_400_core_row6_march_wcgd_noinit                         1.000NA    <      1.0000NA    <       1.000NA     Site:1
407103     chip_pmbist_400_core_row7_march_wcgd_noinit                         1.000NA    <      1.0000NA    <       1.000NA     Site:1
407104     chip_pmbist_400_core_row8_march_wcgd_noinit                         1.000NA    <      1.0000NA    <       1.000NA     Site:1
407105     chip_pmbist_400_core_row9_march_wcgd_noinit                         1.000NA    <      1.0000NA    <       1.000NA     Site:1
407106     chip_pmbist_400_core_row10_march_wcgd_noinit                        1.000NA    <      1.0000NA    <       1.000NA     Site:1
407107     chip_pmbist_400_core_row11_march_wcgd_noinit                        1.000NA    <      1.0000NA    <       1.000NA     Site:1
407108     chip_pmbist_400_core_row12_march_wcgd_noinit                        1.000NA    <      1.0000NA    <       1.000NA     Site:1
407109     chip_pmbist_400_core_row13_march_wcgd_noinit                        1.000NA    <      1.0000NA    <       1.000NA     Site:1
407110     chip_pmbist_400_core_row14_march_wcgd_noinit                        1.000NA    <      1.0000NA    <       1.000NA     Site:1
407111     chip_pmbist_400_core_row15_march_wcgd_noinit                        1.000NA    <      1.0000NA    <       1.000NA     Site:1
407112     chip_pmbist_400_ctrl_data_top_march_wcgd_noinit                     1.000NA    <      1.0000NA    <       1.000NA     Site:1
407113     chip_pmbist_400_fbuf_col0_march_wcgd_noinit                         1.000NA    <      1.0000NA    <       1.000NA     Site:1
407114     chip_pmbist_400_fbuf_col_row_march_wcgd_noinit                      1.000NA    <      1.0000NA    <       1.000NA     Site:1
407115     vdd_core_post_burn                                                  0.700V     <      0.7498V     <       0.860V      Site:1
408001     chip_pmbist_400_core_row0_bwe_noinit                                1.000NA    <      1.0000NA    <       1.000NA     Site:1
408002     chip_pmbist_400_core_row1_bwe_noinit                                1.000NA    <      1.0000NA    <       1.000NA     Site:1
408003     chip_pmbist_400_core_row2_bwe_noinit                                1.000NA    <      1.0000NA    <       1.000NA     Site:1
408004     chip_pmbist_400_core_row3_bwe_noinit                                1.000NA    <      1.0000NA    <       1.000NA     Site:1
408005     chip_pmbist_400_core_row4_bwe_noinit                                1.000NA    <      1.0000NA    <       1.000NA     Site:1
408006     chip_pmbist_400_core_row5_bwe_noinit                                1.000NA    <      1.0000NA    <       1.000NA     Site:1
408007     chip_pmbist_400_core_row6_bwe_noinit                                1.000NA    <      1.0000NA    <       1.000NA     Site:1
408008     chip_pmbist_400_core_row7_bwe_noinit                                1.000NA    <      1.0000NA    <       1.000NA     Site:1
408009     chip_pmbist_400_core_row8_bwe_noinit                                1.000NA    <      1.0000NA    <       1.000NA     Site:1
408010     chip_pmbist_400_core_row9_bwe_noinit                                1.000NA    <      1.0000NA    <       1.000NA     Site:1
408011     chip_pmbist_400_core_row10_bwe_noinit                               1.000NA    <      1.0000NA    <       1.000NA     Site:1
408012     chip_pmbist_400_core_row11_bwe_noinit                               1.000NA    <      1.0000NA    <       1.000NA     Site:1
408013     chip_pmbist_400_core_row12_bwe_noinit                               1.000NA    <      1.0000NA    <       1.000NA     Site:1
408014     chip_pmbist_400_core_row13_bwe_noinit                               1.000NA    <      1.0000NA    <       1.000NA     Site:1
408015     chip_pmbist_400_core_row14_bwe_noinit                               1.000NA    <      1.0000NA    <       1.000NA     Site:1
408016     chip_pmbist_400_core_row15_bwe_noinit                               1.000NA    <      1.0000NA    <       1.000NA     Site:1
408017     chip_pmbist_400_ctrl_data_top_bwe_noinit                            1.000NA    <      1.0000NA    <       1.000NA     Site:1
408018     chip_pmbist_400_fbuf_col0_bwe_noinit                                1.000NA    <      1.0000NA    <       1.000NA     Site:1
408019     chip_pmbist_400_fbuf_col_row_bwe_noinit                             1.000NA    <      1.0000NA    <       1.000NA     Site:1
1000200    vdd_core_SAF_TOP                                                    0.700V     <      0.7497V     <       0.800V      Site:1
411017     chip_saf4_ctrl_data_top_misr_nolpg_scan_1                           1.000NA    <      1.0000NA    <       1.000NA     Site:1
412113     chip_saf4_ctrl_data_top_misr_nolpg_logic_1                          1.000NA    <      1.0000NA    <       1.000NA     Site:1
412114     chip_saf4_ctrl_data_top_misr_nolpg_logic_2                          1.000NA    <      1.0000NA    <       1.000NA     Site:1
412115     chip_saf4_ctrl_data_top_misr_nolpg_logic_3                          1.000NA    <      1.0000NA    <       1.000NA     Site:1
412116     chip_saf4_ctrl_data_top_misr_nolpg_logic_4                          1.000NA    <      1.0000NA    <       1.000NA     Site:1
412117     chip_saf4_ctrl_data_top_misr_nolpg_logic_5                          1.000NA    <      1.0000NA    <       1.000NA     Site:1
412118     chip_saf4_ctrl_data_top_misr_nolpg_logic_6                          1.000NA    <      1.0000NA    <       1.000NA     Site:1
412119     chip_saf4_ctrl_data_top_misr_nolpg_logic_7                          1.000NA    <      1.0000NA    <       1.000NA     Site:1
411018     chip_saf4_fbuf_col0_misr_nolpg_scan_1                               1.000NA    <      1.0000NA    <       1.000NA     Site:1
412120     chip_saf4_fbuf_col0_misr_nolpg_logic_1                              1.000NA    <      1.0000NA    <       1.000NA     Site:1
412121     chip_saf4_fbuf_col0_misr_nolpg_logic_2                              1.000NA    <      1.0000NA    <       1.000NA     Site:1
412122     chip_saf4_fbuf_col0_misr_nolpg_logic_3                              1.000NA    <      1.0000NA    <       1.000NA     Site:1
412123     chip_saf4_fbuf_col0_misr_nolpg_logic_4                              1.000NA    <      1.0000NA    <       1.000NA     Site:1
413001     chip_saf4_ext_if_xor_lpg_scan_1                                     1.000NA    <      1.0000NA    <       1.000NA     Site:1
415001     chip_saf4_ext_if_xor_lpg_logic_1                                    1.000NA    <      1.0000NA    <       1.000NA     Site:1
411019     chip_saf4_fbuf_col_row_misr_nolpg_scan_1                            1.000NA    <      1.0000NA    <       1.000NA     Site:1
412124     chip_saf4_fbuf_col_row_misr_nolpg_logic_1                           1.000NA    <      1.0000NA    <       1.000NA     Site:1
412125     chip_saf4_fbuf_col_row_misr_nolpg_logic_2                           1.000NA    <      1.0000NA    <       1.000NA     Site:1
412126     chip_saf4_fbuf_col_row_misr_nolpg_logic_3                           1.000NA    <      1.0000NA    <       1.000NA     Site:1
412127     chip_saf4_fbuf_col_row_misr_nolpg_logic_4                           1.000NA    <      1.0000NA    <       1.000NA     Site:1
414001     chip_saf4_extest_0000fce_fullscan_extest_scan_1                     1.000NA    <      1.0000NA    <       1.000NA     Site:1
414002     chip_saf4_extest_000Ff_fullscan_extest_scan_1                       1.000NA    <      1.0000NA    <       1.000NA     Site:1
414003     chip_saf4_extest_0077_fullscan_extest_scan_1                        1.000NA    <      1.0000NA    <       1.000NA     Site:1
414004     chip_saf4_extest_077F_fullscan_extest_scan_1                        1.000NA    <      1.0000NA    <       1.000NA     Site:1
416001     chip_saf4_extest_0000fce_fullscan_extest_logic_1                    1.000NA    <      1.0000NA    <       1.000NA     Site:1
416002     chip_saf4_extest_0000fce_fullscan_extest_logic_2                    1.000NA    <      1.0000NA    <       1.000NA     Site:1
416003     chip_saf4_extest_000Ff_fullscan_extest_logic_1                      1.000NA    <      1.0000NA    <       1.000NA     Site:1
416004     chip_saf4_extest_0077_fullscan_extest_logic_1                       1.000NA    <      1.0000NA    <       1.000NA     Site:1
416005     chip_saf4_extest_077F_fullscan_extest_logic_1                       1.000NA    <      1.0000NA    <       1.000NA     Site:1
411001     chip_saf4_core_row0_misr_nolpg_scan_1                               1.000NA    <      1.0000NA    <       1.000NA     Site:1
411002     chip_saf4_core_row1_misr_nolpg_scan_1                               1.000NA    <      1.0000NA    <       1.000NA     Site:1
411003     chip_saf4_core_row2_misr_nolpg_scan_1                               1.000NA    <      1.0000NA    <       1.000NA     Site:1
411004     chip_saf4_core_row3_misr_nolpg_scan_1                               1.000NA    <      1.0000NA    <       1.000NA     Site:1
411005     chip_saf4_core_row4_misr_nolpg_scan_1                               1.000NA    <      1.0000NA    <       1.000NA     Site:1
411006     chip_saf4_core_row5_misr_nolpg_scan_1                               1.000NA    <      1.0000NA    <       1.000NA     Site:1
411007     chip_saf4_core_row6_misr_nolpg_scan_1                               1.000NA    <      1.0000NA    <       1.000NA     Site:1
411008     chip_saf4_core_row7_misr_nolpg_scan_1                               1.000NA    <      1.0000NA    <       1.000NA     Site:1
412001     chip_saf4_core_row0_misr_nolpg_logic_1                              1.000NA    <      1.0000NA    <       1.000NA     Site:1
412002     chip_saf4_core_row0_misr_nolpg_logic_2                              1.000NA    <      1.0000NA    <       1.000NA     Site:1
412003     chip_saf4_core_row0_misr_nolpg_logic_3                              1.000NA    <      1.0000NA    <       1.000NA     Site:1
412004     chip_saf4_core_row0_misr_nolpg_logic_4                              1.000NA    <      1.0000NA    <       1.000NA     Site:1
412005     chip_saf4_core_row0_misr_nolpg_logic_5                              1.000NA    <      1.0000NA    <       1.000NA     Site:1
412006     chip_saf4_core_row0_misr_nolpg_logic_6                              1.000NA    <      1.0000NA    <       1.000NA     Site:1
412007     chip_saf4_core_row0_misr_nolpg_logic_7                              1.000NA    <      1.0000NA    <       1.000NA     Site:1
412008     chip_saf4_core_row1_misr_nolpg_logic_1                              1.000NA    <      1.0000NA    <       1.000NA     Site:1
412009     chip_saf4_core_row1_misr_nolpg_logic_2                              1.000NA    <      1.0000NA    <       1.000NA     Site:1
412010     chip_saf4_core_row1_misr_nolpg_logic_3                              1.000NA    <      1.0000NA    <       1.000NA     Site:1
412011     chip_saf4_core_row1_misr_nolpg_logic_4                              1.000NA    <      1.0000NA    <       1.000NA     Site:1
412012     chip_saf4_core_row1_misr_nolpg_logic_5                              1.000NA    <      1.0000NA    <       1.000NA     Site:1
412013     chip_saf4_core_row1_misr_nolpg_logic_6                              1.000NA    <      1.0000NA    <       1.000NA     Site:1
412014     chip_saf4_core_row1_misr_nolpg_logic_7                              1.000NA    <      1.0000NA    <       1.000NA     Site:1
412015     chip_saf4_core_row2_misr_nolpg_logic_1                              1.000NA    <      1.0000NA    <       1.000NA     Site:1
412016     chip_saf4_core_row2_misr_nolpg_logic_2                              1.000NA    <      1.0000NA    <       1.000NA     Site:1
412017     chip_saf4_core_row2_misr_nolpg_logic_3                              1.000NA    <      1.0000NA    <       1.000NA     Site:1
412018     chip_saf4_core_row2_misr_nolpg_logic_4                              1.000NA    <      1.0000NA    <       1.000NA     Site:1
412019     chip_saf4_core_row2_misr_nolpg_logic_5                              1.000NA    <      1.0000NA    <       1.000NA     Site:1
412020     chip_saf4_core_row2_misr_nolpg_logic_6                              1.000NA    <      1.0000NA    <       1.000NA     Site:1
412021     chip_saf4_core_row2_misr_nolpg_logic_7                              1.000NA    <      1.0000NA    <       1.000NA     Site:1
412022     chip_saf4_core_row3_misr_nolpg_logic_1                              1.000NA    <      1.0000NA    <       1.000NA     Site:1
412023     chip_saf4_core_row3_misr_nolpg_logic_2                              1.000NA    <      1.0000NA    <       1.000NA     Site:1
412024     chip_saf4_core_row3_misr_nolpg_logic_3                              1.000NA    <      1.0000NA    <       1.000NA     Site:1
412025     chip_saf4_core_row3_misr_nolpg_logic_4                              1.000NA    <      1.0000NA    <       1.000NA     Site:1
412026     chip_saf4_core_row3_misr_nolpg_logic_5                              1.000NA    <      1.0000NA    <       1.000NA     Site:1
412027     chip_saf4_core_row3_misr_nolpg_logic_6                              1.000NA    <      1.0000NA    <       1.000NA     Site:1
412028     chip_saf4_core_row3_misr_nolpg_logic_7                              1.000NA    <      1.0000NA    <       1.000NA     Site:1
412029     chip_saf4_core_row4_misr_nolpg_logic_1                              1.000NA    <      1.0000NA    <       1.000NA     Site:1
412030     chip_saf4_core_row4_misr_nolpg_logic_2                              1.000NA    <      1.0000NA    <       1.000NA     Site:1
412031     chip_saf4_core_row4_misr_nolpg_logic_3                              1.000NA    <      1.0000NA    <       1.000NA     Site:1
412032     chip_saf4_core_row4_misr_nolpg_logic_4                              1.000NA    <      1.0000NA    <       1.000NA     Site:1
412033     chip_saf4_core_row4_misr_nolpg_logic_5                              1.000NA    <      1.0000NA    <       1.000NA     Site:1
412034     chip_saf4_core_row4_misr_nolpg_logic_6                              1.000NA    <      1.0000NA    <       1.000NA     Site:1
412035     chip_saf4_core_row4_misr_nolpg_logic_7                              1.000NA    <      1.0000NA    <       1.000NA     Site:1
412036     chip_saf4_core_row5_misr_nolpg_logic_1                              1.000NA    <      1.0000NA    <       1.000NA     Site:1
412037     chip_saf4_core_row5_misr_nolpg_logic_2                              1.000NA    <      1.0000NA    <       1.000NA     Site:1
412038     chip_saf4_core_row5_misr_nolpg_logic_3                              1.000NA    <      1.0000NA    <       1.000NA     Site:1
412039     chip_saf4_core_row5_misr_nolpg_logic_4                              1.000NA    <      1.0000NA    <       1.000NA     Site:1
412040     chip_saf4_core_row5_misr_nolpg_logic_5                              1.000NA    <      1.0000NA    <       1.000NA     Site:1
412041     chip_saf4_core_row5_misr_nolpg_logic_6                              1.000NA    <      1.0000NA    <       1.000NA     Site:1
412042     chip_saf4_core_row5_misr_nolpg_logic_7                              1.000NA    <      1.0000NA    <       1.000NA     Site:1
412043     chip_saf4_core_row6_misr_nolpg_logic_1                              1.000NA    <      1.0000NA    <       1.000NA     Site:1
412044     chip_saf4_core_row6_misr_nolpg_logic_2                              1.000NA    <      1.0000NA    <       1.000NA     Site:1
412045     chip_saf4_core_row6_misr_nolpg_logic_3                              1.000NA    <      1.0000NA    <       1.000NA     Site:1
412046     chip_saf4_core_row6_misr_nolpg_logic_4                              1.000NA    <      1.0000NA    <       1.000NA     Site:1
412047     chip_saf4_core_row6_misr_nolpg_logic_5                              1.000NA    <      1.0000NA    <       1.000NA     Site:1
412048     chip_saf4_core_row6_misr_nolpg_logic_6                              1.000NA    <      1.0000NA    <       1.000NA     Site:1
412049     chip_saf4_core_row6_misr_nolpg_logic_7                              1.000NA    <      1.0000NA    <       1.000NA     Site:1
412050     chip_saf4_core_row7_misr_nolpg_logic_1                              1.000NA    <      1.0000NA    <       1.000NA     Site:1
412051     chip_saf4_core_row7_misr_nolpg_logic_2                              1.000NA    <      1.0000NA    <       1.000NA     Site:1
412052     chip_saf4_core_row7_misr_nolpg_logic_3                              1.000NA    <      1.0000NA    <       1.000NA     Site:1
412053     chip_saf4_core_row7_misr_nolpg_logic_4                              1.000NA    <      1.0000NA    <       1.000NA     Site:1
412054     chip_saf4_core_row7_misr_nolpg_logic_5                              1.000NA    <      1.0000NA    <       1.000NA     Site:1
412055     chip_saf4_core_row7_misr_nolpg_logic_6                              1.000NA    <      1.0000NA    <       1.000NA     Site:1
412056     chip_saf4_core_row7_misr_nolpg_logic_7                              1.000NA    <      1.0000NA    <       1.000NA     Site:1
431017     chip_pdf4_ctrl_data_top_misr_path2p_path_1                         25.000MHZ   <    470.0000MHZ   <     500.000MHZ    Site:1
431018     chip_pdf4_fbuf_col0_misr_path2p_path_1                             25.000MHZ   <    470.0000MHZ   <     500.000MHZ    Site:1
431019     chip_pdf4_fbuf_col_row_misr_path2p_path_1                          25.000MHZ   <    470.0000MHZ   <     500.000MHZ    Site:1
431001     chip_pdf4_core_row0_misr_path2p_path_1                             25.000MHZ   <    455.0000MHZ   <     500.000MHZ    Site:1
431002     chip_pdf4_core_row1_misr_path2p_path_1                             25.000MHZ   <    450.0000MHZ   <     500.000MHZ    Site:1
431003     chip_pdf4_core_row2_misr_path2p_path_1                             25.000MHZ   <    440.0000MHZ   <     500.000MHZ    Site:1
431004     chip_pdf4_core_row3_misr_path2p_path_1                             25.000MHZ   <    440.0000MHZ   <     500.000MHZ    Site:1
431005     chip_pdf4_core_row4_misr_path2p_path_1                             25.000MHZ   <    440.0000MHZ   <     500.000MHZ    Site:1
431006     chip_pdf4_core_row5_misr_path2p_path_1                             25.000MHZ   <    440.0000MHZ   <     500.000MHZ    Site:1
431007     chip_pdf4_core_row6_misr_path2p_path_1                             25.000MHZ   <    440.0000MHZ   <     500.000MHZ    Site:1
431008     chip_pdf4_core_row7_misr_path2p_path_1                             25.000MHZ   <    440.0000MHZ   <     500.000MHZ    Site:1
421017     chip_tdf4_ctrl_data_top_misr_opcg2p_scan_1                         25.000MHz   <    500.0000MHz   <     500.000MHz    Site:1
422081     chip_tdf4_ctrl_data_top_misr_opcg2p_logic_1                        25.000MHZ   <    490.0000MHZ   <     500.000MHZ    Site:1
422082     chip_tdf4_ctrl_data_top_misr_opcg2p_logic_2                        25.000MHZ   <    490.0000MHZ   <     500.000MHZ    Site:1
422083     chip_tdf4_ctrl_data_top_misr_opcg2p_logic_3                        25.000MHZ   <    490.0000MHZ   <     500.000MHZ    Site:1
422084     chip_tdf4_ctrl_data_top_misr_opcg2p_logic_4                        25.000MHZ   <    490.0000MHZ   <     500.000MHZ    Site:1
422085     chip_tdf4_ctrl_data_top_misr_opcg2p_logic_5                        25.000MHZ   <    490.0000MHZ   <     500.000MHZ    Site:1
423017     chip_tdf4_ctrl_data_top_misr_opcg3p_scan_1                         25.000MHZ   <    490.0000MHZ   <     500.000MHZ    Site:1
424081     chip_tdf4_ctrl_data_top_misr_opcg3p_logic_1                        25.000MHZ   <    435.0000MHZ   <     500.000MHZ    Site:1
424082     chip_tdf4_ctrl_data_top_misr_opcg3p_logic_2                        25.000MHZ   <    435.0000MHZ   <     500.000MHZ    Site:1
424083     chip_tdf4_ctrl_data_top_misr_opcg3p_logic_3                        25.000MHZ   <    435.0000MHZ   <     500.000MHZ    Site:1
424084     chip_tdf4_ctrl_data_top_misr_opcg3p_logic_4                        25.000MHZ   <    435.0000MHZ   <     500.000MHZ    Site:1
424085     chip_tdf4_ctrl_data_top_misr_opcg3p_logic_5                        25.000MHZ   <    435.0000MHZ   <     500.000MHZ    Site:1
421018     chip_tdf4_fbuf_col0_misr_opcg2p_scan_1                             25.000MHz   <    435.0000MHz   <     500.000MHz    Site:1
422086     chip_tdf4_fbuf_col0_misr_opcg2p_logic_1                            25.000MHZ   <    435.0000MHZ   <     500.000MHZ    Site:1
422087     chip_tdf4_fbuf_col0_misr_opcg2p_logic_2                            25.000MHZ   <    435.0000MHZ   <     500.000MHZ    Site:1
423018     chip_tdf4_fbuf_col0_misr_opcg3p_scan_1                             25.000MHZ   <    435.0000MHZ   <     500.000MHZ    Site:1
424086     chip_tdf4_fbuf_col0_misr_opcg3p_logic_1                            25.000MHZ   <    435.0000MHZ   <     500.000MHZ    Site:1
424087     chip_tdf4_fbuf_col0_misr_opcg3p_logic_2                            25.000MHZ   <    435.0000MHZ   <     500.000MHZ    Site:1
425001     chip_tdf4_ext_if_xor_opcg_scan_1                                   25.000MHZ   <    435.0000MHZ   <     500.000MHZ    Site:1
427001     chip_tdf4_ext_if_xor_opcg_logic_1                                  25.000MHZ   <    435.0000MHZ   <     500.000MHZ    Site:1
421019     chip_tdf4_fbuf_col_row_misr_opcg2p_scan_1                          25.000MHz   <    435.0000MHz   <     500.000MHz    Site:1
422088     chip_tdf4_fbuf_col_row_misr_opcg2p_logic_1                         25.000MHZ   <    435.0000MHZ   <     500.000MHZ    Site:1
422089     chip_tdf4_fbuf_col_row_misr_opcg2p_logic_2                         25.000MHZ   <    435.0000MHZ   <     500.000MHZ    Site:1
423019     chip_tdf4_fbuf_col_row_misr_opcg3p_scan_1                          25.000MHZ   <    435.0000MHZ   <     500.000MHZ    Site:1
424088     chip_tdf4_fbuf_col_row_misr_opcg3p_logic_1                         25.000MHZ   <    435.0000MHZ   <     500.000MHZ    Site:1
424089     chip_tdf4_fbuf_col_row_misr_opcg3p_logic_2                         25.000MHZ   <    435.0000MHZ   <     500.000MHZ    Site:1
426001     chip_tdf4_extest_0000fce_fullscan_extest_opcg_scan_1               25.000MHZ   <    435.0000MHZ   <     500.000MHZ    Site:1
426002     chip_tdf4_extest_000Ff_fullscan_extest_opcg_scan_1                 25.000MHZ   <    435.0000MHZ   <     500.000MHZ    Site:1
426003     chip_tdf4_extest_0077_fullscan_extest_opcg_scan_1                  25.000MHZ   <    435.0000MHZ   <     500.000MHZ    Site:1
426004     chip_tdf4_extest_077F_fullscan_extest_opcg_scan_1                  25.000MHZ   <    435.0000MHZ   <     500.000MHZ    Site:1
428001     chip_tdf4_extest_0000fce_fullscan_extest_opcg_logic_1              25.000MHZ   <    435.0000MHZ   <     500.000MHZ    Site:1
428002     chip_tdf4_extest_0000fce_fullscan_extest_opcg_logic_2              25.000MHZ   <    435.0000MHZ   <     500.000MHZ    Site:1
428003     chip_tdf4_extest_000Ff_fullscan_extest_opcg_logic_1                25.000MHZ   <    435.0000MHZ   <     500.000MHZ    Site:1
428004     chip_tdf4_extest_0077_fullscan_extest_opcg_logic_1                 25.000MHZ   <    435.0000MHZ   <     500.000MHZ    Site:1
428005     chip_tdf4_extest_077F_fullscan_extest_opcg_logic_1                 25.000MHZ   <    435.0000MHZ   <     500.000MHZ    Site:1
421001     chip_tdf4_core_row0_misr_opcg2p_scan_1                             25.000MHz   <    435.0000MHz   <     500.000MHz    Site:1
421002     chip_tdf4_core_row1_misr_opcg2p_scan_1                             25.000MHz   <    435.0000MHz   <     500.000MHz    Site:1
421003     chip_tdf4_core_row2_misr_opcg2p_scan_1                             25.000MHz   <    435.0000MHz   <     500.000MHz    Site:1
421004     chip_tdf4_core_row3_misr_opcg2p_scan_1                             25.000MHz   <    435.0000MHz   <     500.000MHz    Site:1
421005     chip_tdf4_core_row4_misr_opcg2p_scan_1                             25.000MHz   <    435.0000MHz   <     500.000MHz    Site:1
421006     chip_tdf4_core_row5_misr_opcg2p_scan_1                             25.000MHz   <    435.0000MHz   <     500.000MHz    Site:1
421007     chip_tdf4_core_row6_misr_opcg2p_scan_1                             25.000MHz   <    435.0000MHz   <     500.000MHz    Site:1
421008     chip_tdf4_core_row7_misr_opcg2p_scan_1                             25.000MHz   <    435.0000MHz   <     500.000MHz    Site:1
422001     chip_tdf4_core_row0_misr_opcg2p_logic_1                            25.000MHZ   <    435.0000MHZ   <     500.000MHZ    Site:1
422002     chip_tdf4_core_row0_misr_opcg2p_logic_2                            25.000MHZ   <    435.0000MHZ   <     500.000MHZ    Site:1
422003     chip_tdf4_core_row0_misr_opcg2p_logic_3                            25.000MHZ   <    435.0000MHZ   <     500.000MHZ    Site:1
422004     chip_tdf4_core_row0_misr_opcg2p_logic_4                            25.000MHZ   <    435.0000MHZ   <     500.000MHZ    Site:1
422005     chip_tdf4_core_row0_misr_opcg2p_logic_5                            25.000MHZ   <    435.0000MHZ   <     500.000MHZ    Site:1
422006     chip_tdf4_core_row1_misr_opcg2p_logic_1                            25.000MHZ   <    435.0000MHZ   <     500.000MHZ    Site:1
